OBJECTID *,shape *,c5st_seq_no,relateid,depth_top,depth_bot,drllr_desc,color,hardness,strat,lith_prim,lith_sec,lith_minor,wellid,concat,stratcode_gen,stratcode_detail,elev_top,elev_bot,thickness,elevation,bdrkelev,depth2bdrk,first_bdrk,last_strat,ohtopunit,ohtopelev,ohbotunit,ohbotelev,botholelev,aquifer,X,Y
10411,Point Z,6309273,742923,125,168,SHALE,BLUE    ,MEDIUM  ,ODCR,SHLE,LMSN,<Null>,742923,"SHALE,SHLE,BLUE",bdrk,bedrock,1155,1112,43,1280,1258,22,OGPC,OSTP,OSTP,1021,OSTP,1010,1010,OSTP,560053.6925,4869605.24
10414,Point Z,6309274,742923,168,190,LIMESTONE,BROWN   ,HARD    ,OPVL,LMSN,<Null>,<Null>,742923,"LIMESTONE,LMSN,BROWN",bdrk,bedrock,1112,1090,22,1280,1258,22,OGPC,OSTP,OSTP,1021,OSTP,1010,1010,OSTP,560053.6925,4869605.24
10413,Point Z,6309275,742923,190,197,SHALE,GREEN   ,MEDIUM  ,OGWD,SHLE,<Null>,<Null>,742923,"SHALE,SHLE,GREEN",bdrk,bedrock,1090,1083,7,1280,1258,22,OGPC,OSTP,OSTP,1021,OSTP,1010,1010,OSTP,560053.6925,4869605.24
10412,Point Z,6309276,742923,197,270,SANDSTONE,GRAY    ,MEDIUM  ,OSTP,SNDS,<Null>,<Null>,742923,"SANDSTONE,SNDS,GRAY",bdrk,bedrock,1083,1010,73,1280,1258,22,OGPC,OSTP,OSTP,1021,OSTP,1010,1010,OSTP,560053.6925,4869605.24
10357,Point Z,6397829,626647,260,420,NO RECORD,<Null>,<Null>,OPDC,DLMT,<Null>,<Null>,626647,"NORECORD,DLMT,",bdrk,bedrock,985,825,160,1245,1235,10,OGPC,OPDC,OPDC,867,OPDC,825,825,OPDC,557629.981,4869556.294
8114,Point Z,6452260,721932,0,11,CLAY & ROCK,BROWN   ,SOFT    ,QPUB,CLAY,COBL,<Null>,721932,"CLAY&ROCK,CLAY,BROWN",till,"clay, gravel, brown",1303,1292,11,1303,1292,11,OGSC,OSTP,OSTP,1010,OSTP,993,993,OSTP,560678.9743,4867848.004
8117,Point Z,6452261,721932,11,151,LIMESTONE,BROWN   ,HARD    ,OGSC,LMSN,DLMT,<Null>,721932,"LIMESTONE,LMSN,BROWN",bdrk,bedrock,1292,1152,140,1303,1292,11,OGSC,OSTP,OSTP,1010,OSTP,993,993,OSTP,560678.9743,4867848.004
8116,Point Z,6452262,721932,151,192,SHALE,BLUE    ,MEDIUM  ,ODCR,SHLE,LMSN,<Null>,721932,"SHALE,SHLE,BLUE",bdrk,bedrock,1152,1111,41,1303,1292,11,OGSC,OSTP,OSTP,1010,OSTP,993,993,OSTP,560678.9743,4867848.004
8115,Point Z,6452263,721932,192,214,LIMESTONE,BROWN   ,HARD    ,OPVL,LMSN,<Null>,<Null>,721932,"LIMESTONE,LMSN,BROWN",bdrk,bedrock,1111,1089,22,1303,1292,11,OGSC,OSTP,OSTP,1010,OSTP,993,993,OSTP,560678.9743,4867848.004
8118,Point Z,6452264,721932,214,221,SHALE,GREEN   ,MEDIUM  ,OGWD,SHLE,<Null>,<Null>,721932,"SHALE,SHLE,GREEN",bdrk,bedrock,1089,1082,7,1303,1292,11,OGSC,OSTP,OSTP,1010,OSTP,993,993,OSTP,560678.9743,4867848.004
8113,Point Z,6452265,721932,221,310,SANDSTONE,GRAY    ,MEDIUM  ,OSTP,SNDS,<Null>,<Null>,721932,"SANDSTONE,SNDS,GRAY",bdrk,bedrock,1082,993,89,1303,1292,11,OGSC,OSTP,OSTP,1010,OSTP,993,993,OSTP,560678.9743,4867848.004
7857,Point Z,6580420,220611,59,120,GALENA LIMESTONE,<Null>,<Null>,OGCM,<Null>,<Null>,<Null>,220611,"GALENALIMESTONE,,",bdrk,bedrock,1208,1147,61,1267,1248,19,OGPR,OSTP,OSTP,1050,OSTP,980,980,OSTP,557369.32,4867293.78
7820,Point Z,6616238,817782,0,5,TOP SOIL,BLACK   ,SOFT    ,RUUK,SOIL,ORGD,<Null>,817782,"TOPSOIL,SOIL,BLACK",fill,soil,1255,1250,5,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7816,Point Z,6616239,817782,5,7,CLAY,YELLOW  ,SOFT    ,QCUY,CLAY,<Null>,<Null>,817782,"CLAY,CLAY,YELLOW",till,"clay, yellow",1250,1248,2,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7814,Point Z,6616240,817782,7,9,BROKEN LIME,GRAY    ,MEDIUM  ,OGPR,LMSN,DLMT,<Null>,817782,"BROKENLIME,LMSN,GRAY",bdrk,bedrock,1248,1246,2,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7813,Point Z,6616241,817782,9,12,LIMESTONE,TAN     ,MEDIUM  ,OGPR,LMSN,DLMT,<Null>,817782,"LIMESTONE,LMSN,TAN",bdrk,bedrock,1246,1243,3,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7821,Point Z,6616242,817782,12,34,LIMESTONE,YELLOW  ,HARD    ,OGPR,LMSN,DLMT,<Null>,817782,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1243,1221,22,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7817,Point Z,6616243,817782,34,100,LIMESTONE,YELLOW  ,HARD    ,OGCM,LMSN,SHLE,<Null>,817782,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1221,1155,66,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7825,Point Z,6616244,817782,100,140,LIMESTONE,YELLOW  ,HARD    ,ODCR,SHLE,<Null>,<Null>,817782,"LIMESTONE,SHLE,YELLOW",bdrk,bedrock,1155,1115,40,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7829,Point Z,6616245,817782,140,145,SHALE,GREEN   ,MEDIUM  ,ODCR,SHLE,<Null>,<Null>,817782,"SHALE,SHLE,GREEN",bdrk,bedrock,1115,1110,5,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7818,Point Z,6616246,817782,145,160,SHALE,GREEN   ,MEDIUM  ,OPVL,LMSN,<Null>,<Null>,817782,"SHALE,LMSN,GREEN",bdrk,bedrock,1110,1095,15,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7815,Point Z,6616247,817782,160,164,SANDSTONE,TAN     ,SOFT    ,OPVL,LMSN,<Null>,<Null>,817782,"SANDSTONE,LMSN,TAN",bdrk,bedrock,1095,1091,4,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7823,Point Z,6616248,817782,164,175,SANDSTONE,TAN     ,SOFT    ,OGWD,SHLE,<Null>,<Null>,817782,"SANDSTONE,SHLE,TAN",bdrk,bedrock,1091,1080,11,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7819,Point Z,6616249,817782,175,265,SANDSTONE,TAN     ,SOFT    ,OSTP,SNDS,<Null>,<Null>,817782,"SANDSTONE,SNDS,TAN",bdrk,bedrock,1080,990,90,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7824,Point Z,6616250,817782,265,272,SILICA SAND,WHITE   ,SOFT    ,OSTP,SNDS,<Null>,<Null>,817782,"SILICASAND,SNDS,WHITE",bdrk,bedrock,990,983,7,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7827,Point Z,6616251,817782,272,273,SILICA SAND,WHITE   ,SOFT    ,OPSH,DLMT,<Null>,<Null>,817782,"SILICASAND,DLMT,WHITE",bdrk,bedrock,983,982,1,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7828,Point Z,6616252,817782,273,300,DOLOMITE/SHALE,GREEN   ,HARD    ,OPSH,DLMT,SHLE,<Null>,817782,"DOLOMITE/SHALE,DLMT,GREEN",bdrk,bedrock,982,955,27,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7830,Point Z,6616253,817782,300,377,DOLOMITE,PNK/GRY ,MEDIUM  ,OPSH,DLMT,<Null>,<Null>,817782,"DOLOMITE,DLMT,PNK/GRY",bdrk,bedrock,955,878,77,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7826,Point Z,6616254,817782,377,380,DOLOMITE/SHALE,BLK/GRN ,HARD    ,OPSH,DLMT,SHLE,<Null>,817782,"DOLOMITE/SHALE,DLMT,BLK/GRN",bdrk,bedrock,878,875,3,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7822,Point Z,6616255,817782,380,403,DOLOMITE/QUARTZ SAND ,YEL/PNK ,MEDIUM  ,OPSH,DLMT,<Null>,<Null>,817782,"DOLOMITE/QUARTZSAND,DLMT,YEL/PNK",bdrk,bedrock,875,852,23,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7831,Point Z,6616256,817782,403,411,DOLOMITE,PNK/GRY ,MEDIUM  ,OPSH,DLMT,<Null>,<Null>,817782,"DOLOMITE,DLMT,PNK/GRY",bdrk,bedrock,852,844,8,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7833,Point Z,6616257,817782,411,416,DOLOMITE,PNK/GRY ,MEDIUM  ,OPOD,DLMT,<Null>,<Null>,817782,"DOLOMITE,DLMT,PNK/GRY",bdrk,bedrock,844,839,5,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7832,Point Z,6616258,817782,416,455,DOLOMITE,PNK/GRY ,MEDIUM  ,OPOD,DLMT,<Null>,<Null>,817782,"DOLOMITE,DLMT,PNK/GRY",bdrk,bedrock,839,800,39,1255,1248,7,OGPR,OPOD,OPSH,955,OPOD,800,800,OPDC,557098.3866,4867266.994
7837,Point Z,6616259,817784,0,5,TOP SOIL,BLK/BLU ,SOFT    ,RUUK,SOIL,ORGD,<Null>,817784,"TOPSOIL,SOIL,BLK/BLU",fill,soil,1254,1249,5,1254,1247,7,OGPR,OGCM,OGPR,1236,OGCM,1174,1174,OGPC,557095.126,4867267.008
7835,Point Z,6616260,817784,5,7,CLAY,YELLOW  ,SOFT    ,QCUY,CLAY,<Null>,<Null>,817784,"CLAY,CLAY,YELLOW",till,"clay, yellow",1249,1247,2,1254,1247,7,OGPR,OGCM,OGPR,1236,OGCM,1174,1174,OGPC,557095.126,4867267.008
7839,Point Z,6616261,817784,7,9,LIMESTONE,YELLOW  ,MEDIUM  ,OGPR,LMSN,DLMT,<Null>,817784,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1247,1245,2,1254,1247,7,OGPR,OGCM,OGPR,1236,OGCM,1174,1174,OGPC,557095.126,4867267.008
7834,Point Z,6616262,817784,9,12,LIMESTONE,TAN     ,HARD    ,OGPR,LMSN,DLMT,<Null>,817784,"LIMESTONE,LMSN,TAN",bdrk,bedrock,1245,1242,3,1254,1247,7,OGPR,OGCM,OGPR,1236,OGCM,1174,1174,OGPC,557095.126,4867267.008
7838,Point Z,6616263,817784,12,34,LIMESTONE,YELLOW  ,HARD    ,OGPR,LMSN,DLMT,<Null>,817784,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1242,1220,22,1254,1247,7,OGPR,OGCM,OGPR,1236,OGCM,1174,1174,OGPC,557095.126,4867267.008
7836,Point Z,6616264,817784,34,80,LIMESTONE,YELLOW  ,HARD    ,OGCM,LMSN,SHLE,<Null>,817784,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1220,1174,46,1254,1247,7,OGPR,OGCM,OGPR,1236,OGCM,1174,1174,OGPC,557095.126,4867267.008
7800,Point Z,6616265,817783,0,5,TOP SOIL,BLACK   ,SOFT    ,RUUK,SOIL,ORGD,<Null>,817783,"TOPSOIL,SOIL,BLACK",fill,soil,1255,1250,5,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7804,Point Z,6616266,817783,5,7,CLAY,YELLOW  ,SOFT    ,QCUY,CLAY,<Null>,<Null>,817783,"CLAY,CLAY,YELLOW",till,"clay, yellow",1250,1248,2,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7802,Point Z,6616267,817783,7,9,BROKEN LIMESTONE,GRAY    ,MEDIUM  ,OGPR,LMSN,DLMT,<Null>,817783,"BROKENLIMESTONE,LMSN,GRAY",bdrk,bedrock,1248,1246,2,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7807,Point Z,6616268,817783,9,12,LIMESTONE,TAN     ,MEDIUM  ,OGPR,LMSN,DLMT,<Null>,817783,"LIMESTONE,LMSN,TAN",bdrk,bedrock,1246,1243,3,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7805,Point Z,6616269,817783,12,34,LIMESTONE,YELLOW  ,HARD    ,OGPR,LMSN,DLMT,<Null>,817783,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1243,1221,22,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7811,Point Z,6616270,817783,34,80,LIMESTONE,YELLOW  ,HARD    ,OGCM,LMSN,SHLE,<Null>,817783,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1221,1175,46,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7812,Point Z,6616271,817783,80,100,LIMESTONE,YELLOW  ,HARD    ,OGCM,LMSN,SHLE,<Null>,817783,"LIMESTONE,LMSN,YELLOW",bdrk,bedrock,1175,1155,20,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7809,Point Z,6616272,817783,100,140,LIMESTONE,YELLOW  ,HARD    ,ODCR,SHLE,<Null>,<Null>,817783,"LIMESTONE,SHLE,YELLOW",bdrk,bedrock,1155,1115,40,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7801,Point Z,6616273,817783,140,145,LIMESTONE,GREEN   ,MEDIUM  ,ODCR,SHLE,<Null>,<Null>,817783,"LIMESTONE,SHLE,GREEN",bdrk,bedrock,1115,1110,5,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7810,Point Z,6616274,817783,145,160,LIMESTONE,GREEN   ,MEDIUM  ,OPVL,LMSN,<Null>,<Null>,817783,"LIMESTONE,LMSN,GREEN",bdrk,bedrock,1110,1095,15,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7806,Point Z,6616275,817783,160,164,SANDSTONE,TAN     ,SOFT    ,OPVL,LMSN,<Null>,<Null>,817783,"SANDSTONE,LMSN,TAN",bdrk,bedrock,1095,1091,4,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7808,Point Z,6616276,817783,164,175,SANDSTONE,TAN     ,SOFT    ,OGWD,SHLE,<Null>,<Null>,817783,"SANDSTONE,SHLE,TAN",bdrk,bedrock,1091,1080,11,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
7803,Point Z,6616277,817783,175,265,SANDSTONE,TAN     ,SOFT    ,OSTP,SNDS,<Null>,<Null>,817783,"SANDSTONE,SNDS,TAN",bdrk,bedrock,1080,990,90,1255,1248,7,OGPR,OSTP,OSTP,1055,OSTP,990,990,OSTP,557102.0781,4867266.984
